country	partner	year	key1	key2	key3	key4	export	gdp_c	gdp_p	distance
Ireland	Philippines	2008	IrelandPhilippines	IrelandPhilippines2008	Ireland2008	Philippines2008	537.5	187993.4	173603	10958.23
Ireland	Philippines	2009	IrelandPhilippines	IrelandPhilippines2009	Ireland2009	Philippines2009	279.2	179789.74	168485	10958.23
Ireland	Poland	1995	IrelandPoland	IrelandPoland1995	Ireland1995	Poland1995	127.9	65187.628	285876.01	1826.82
Ireland	Poland	2000	IrelandPoland	IrelandPoland2000	Ireland2000	Poland2000	275.1	109966.24	404310.13	1826.82
Ireland	Poland	2005	IrelandPoland	IrelandPoland2005	Ireland2005	Poland2005	680.6	161385.55	526078.6	1826.82
Ireland	Poland	2008	IrelandPoland	IrelandPoland2008	Ireland2008	Poland2008	1541.7	187993.4	687046.12	1826.82
Ireland	Poland	2009	IrelandPoland	IrelandPoland2009	Ireland2009	Poland2009	1159.7	179789.74	717115.69	1826.82
Ireland	Portugal	1995	IrelandPortugal	IrelandPortugal1995	Ireland1995	Portugal1995	205.2	65187.628	135017.25	1639.821
Ireland	Portugal	2000	IrelandPortugal	IrelandPortugal2000	Ireland2000	Portugal2000	226.3	109966.24	181963.24	1639.821
Ireland	Portugal	2005	IrelandPortugal	IrelandPortugal2005	Ireland2005	Portugal2005	445.5	161385.55	225430.21	1639.821
Ireland	Portugal	2008	IrelandPortugal	IrelandPortugal2008	Ireland2008	Portugal2008	779.2	187993.4	264911.93	1639.821
Ireland	Portugal	2009	IrelandPortugal	IrelandPortugal2009	Ireland2009	Portugal2009	796.1	179789.74	264660.95	1639.821
Ireland	Romania	1995	IrelandRomania	IrelandRomania1995	Ireland1995	Romania1995	20.1	65187.628	35477	2541.149
Ireland	Romania	2000	IrelandRomania	IrelandRomania2000	Ireland2000	Romania2000	57.5	109966.24	37333	2541.149
Ireland	Romania	2005	IrelandRomania	IrelandRomania2005	Ireland2005	Romania2005	197.6	161385.55	99173	2541.149
Ireland	Romania	2008	IrelandRomania	IrelandRomania2008	Ireland2008	Romania2008	235.2	187993.4	204340	2541.149
Ireland	Romania	2009	IrelandRomania	IrelandRomania2009	Ireland2009	Romania2009	365	179789.74	164344	2541.149
Ireland	Russian Federation	1995	IrelandRussian Federation	IrelandRussian Federation1995	Ireland1995	Russian Federation1995	602.5	65187.628	830723	2802.315
Ireland	Russian Federation	2000	IrelandRussian Federation	IrelandRussian Federation2000	Ireland2000	Russian Federation2000	171.8	109966.24	998616.93	2802.315
Ireland	Russian Federation	2005	IrelandRussian Federation	IrelandRussian Federation2005	Ireland2005	Russian Federation2005	477.3	161385.55	1696729.2	2802.315
Ireland	Russian Federation	2008	IrelandRussian Federation	IrelandRussian Federation2008	Ireland2008	Russian Federation2008	2105.9	187993.4	2878201.3	2802.315
Ireland	Russian Federation	2009	IrelandRussian Federation	IrelandRussian Federation2009	Ireland2009	Russian Federation2009	1808.7	179789.74	2728446.1	2802.315
Ireland	Saudi Arabia	1995	IrelandSaudi Arabia	IrelandSaudi Arabia1995	Ireland1995	Saudi Arabia1995	169.9	65187.628	147940	5411.38
Ireland	Saudi Arabia	2000	IrelandSaudi Arabia	IrelandSaudi Arabia2000	Ireland2000	Saudi Arabia2000	318.7	109966.24	194807	5411.38
Ireland	Saudi Arabia	2005	IrelandSaudi Arabia	IrelandSaudi Arabia2005	Ireland2005	Saudi Arabia2005	505.5	161385.55	328461	5411.38
Ireland	Saudi Arabia	2008	IrelandSaudi Arabia	IrelandSaudi Arabia2008	Ireland2008	Saudi Arabia2008	1606.7	187993.4	519797	5411.38
Ireland	Saudi Arabia	2009	IrelandSaudi Arabia	IrelandSaudi Arabia2009	Ireland2009	Saudi Arabia2009	1735.5	179789.74	429098	5411.38
Ireland	Singapore	1995	IrelandSingapore	IrelandSingapore1995	Ireland1995	Singapore1995	125.5	65187.628	87062	11217.8
Ireland	Singapore	2000	IrelandSingapore	IrelandSingapore2000	Ireland2000	Singapore2000	568.4	109966.24	94308	11217.8
Ireland	Singapore	2005	IrelandSingapore	IrelandSingapore2005	Ireland2005	Singapore2005	2429.5	161385.55	125429	11217.8
Ireland	Singapore	2008	IrelandSingapore	IrelandSingapore2008	Ireland2008	Singapore2008	2266.7	187993.4	190590	11217.8
Ireland	Singapore	2009	IrelandSingapore	IrelandSingapore2009	Ireland2009	Singapore2009	1644.9	179789.74	188830	11217.8
Ireland	Slovak Republic	1995	IrelandSlovak Republic	IrelandSlovak Republic1995	Ireland1995	Slovak Republic1995	15.7	65187.628	44499.496	1736.948
Ireland	Slovak Republic	2000	IrelandSlovak Republic	IrelandSlovak Republic2000	Ireland2000	Slovak Republic2000	36.5	109966.24	59309.145	1736.948
Ireland	Slovak Republic	2005	IrelandSlovak Republic	IrelandSlovak Republic2005	Ireland2005	Slovak Republic2005	92.9	161385.55	87133.808	1736.948
Ireland	Slovak Republic	2008	IrelandSlovak Republic	IrelandSlovak Republic2008	Ireland2008	Slovak Republic2008	204.9	187993.4	125488.95	1736.948
Ireland	Slovak Republic	2009	IrelandSlovak Republic	IrelandSlovak Republic2009	Ireland2009	Slovak Republic2009	237	179789.74	122167.52	1736.948
Ireland	Slovenia	1995	IrelandSlovenia	IrelandSlovenia1995	Ireland1995	Slovenia1995	19.7	65187.628	25868.223	1689.878
Ireland	Slovenia	2000	IrelandSlovenia	IrelandSlovenia2000	Ireland2000	Slovenia2000	31.2	109966.24	34916.686	1689.878
Ireland	Slovenia	2005	IrelandSlovenia	IrelandSlovenia2005	Ireland2005	Slovenia2005	59.2	161385.55	46962.273	1689.878
Ireland	Slovenia	2008	IrelandSlovenia	IrelandSlovenia2008	Ireland2008	Slovenia2008	88.8	187993.4	58713.01	1689.878
Ireland	Slovenia	2009	IrelandSlovenia	IrelandSlovenia2009	Ireland2009	Slovenia2009	144.7	179789.74	54867.595	1689.878
Ireland	South Africa	1995	IrelandSouth Africa	IrelandSouth Africa1995	Ireland1995	South Africa1995	194.5	65187.628	237067.47	10002.28
Ireland	South Africa	2000	IrelandSouth Africa	IrelandSouth Africa2000	Ireland2000	South Africa2000	351.6	109966.24	295749.84	10002.28
Ireland	South Africa	2005	IrelandSouth Africa	IrelandSouth Africa2005	Ireland2005	South Africa2005	676.9	161385.55	405754.65	10002.28
Ireland	South Africa	2008	IrelandSouth Africa	IrelandSouth Africa2008	Ireland2008	South Africa2008	830.8	187993.4	507531.49	10002.28
Ireland	South Africa	2009	IrelandSouth Africa	IrelandSouth Africa2009	Ireland2009	South Africa2009	590	179789.74	507144.57	10002.28
Ireland	Spain	1995	IrelandSpain	IrelandSpain1995	Ireland1995	Spain1995	1337.9	65187.628	628594.97	1450.236
Ireland	Spain	2000	IrelandSpain	IrelandSpain2000	Ireland2000	Spain2000	2411.8	109966.24	858075.68	1450.236
Ireland	Spain	2005	IrelandSpain	IrelandSpain2005	Ireland2005	Spain2005	5307.6	161385.55	1188763.8	1450.236
Ireland	Spain	2008	IrelandSpain	IrelandSpain2008	Ireland2008	Spain2008	7846.2	187993.4	1510545.5	1450.236
Ireland	Spain	2009	IrelandSpain	IrelandSpain2009	Ireland2009	Spain2009	7736.3	179789.74	1469145.2	1450.236
Ireland	Sweden	1995	IrelandSweden	IrelandSweden1995	Ireland1995	Sweden1995	958.8	65187.628	192641.95	1631.147
Ireland	Sweden	2000	IrelandSweden	IrelandSweden2000	Ireland2000	Sweden2000	1449.1	109966.24	247995.01	1631.147
Ireland	Sweden	2005	IrelandSweden	IrelandSweden2005	Ireland2005	Sweden2005	1771.3	161385.55	295293.94	1631.147
Ireland	Sweden	2008	IrelandSweden	IrelandSweden2008	Ireland2008	Sweden2008	2772.6	187993.4	365235.62	1631.147
Ireland	Sweden	2009	IrelandSweden	IrelandSweden2009	Ireland2009	Sweden2009	2391.8	179789.74	346435.05	1631.147
Ireland	Switzerland	1995	IrelandSwitzerland	IrelandSwitzerland1995	Ireland1995	Switzerland1995	818.9	65187.628	192940.99	1203.958
Ireland	Switzerland	2000	IrelandSwitzerland	IrelandSwitzerland2000	Ireland2000	Switzerland2000	1975.4	109966.24	233555.73	1203.958
Ireland	Switzerland	2005	IrelandSwitzerland	IrelandSwitzerland2005	Ireland2005	Switzerland2005	4802.4	161385.55	274902.47	1203.958
Ireland	Switzerland	2008	IrelandSwitzerland	IrelandSwitzerland2008	Ireland2008	Switzerland2008	4265.2	187993.4	366672.5	1203.958
Ireland	Switzerland	2009	IrelandSwitzerland	IrelandSwitzerland2009	Ireland2009	Switzerland2009	4242.2	179789.74	363007.52	1203.958
Ireland	Thailand	1995	IrelandThailand	IrelandThailand1995	Ireland1995	Thailand1995	68.6	65187.628	168019	9868.662
Ireland	Thailand	2000	IrelandThailand	IrelandThailand2000	Ireland2000	Thailand2000	129.4	109966.24	122725	9868.662
Ireland	Thailand	2005	IrelandThailand	IrelandThailand2005	Ireland2005	Thailand2005	143.7	161385.55	176352	9868.662
Ireland	Thailand	2008	IrelandThailand	IrelandThailand2008	Ireland2008	Thailand2008	702.4	187993.4	272578	9868.662
Ireland	Thailand	2009	IrelandThailand	IrelandThailand2009	Ireland2009	Thailand2009	764.7	179789.74	263711	9868.662
Ireland	Turkey	1995	IrelandTurkey	IrelandTurkey1995	Ireland1995	Turkey1995	199	65187.628	425051.58	2953.092
Ireland	Turkey	2000	IrelandTurkey	IrelandTurkey2000	Ireland2000	Turkey2000	446.9	109966.24	589322.78	2953.092
Ireland	Turkey	2005	IrelandTurkey	IrelandTurkey2005	Ireland2005	Turkey2005	585.1	161385.55	781243.4	2953.092
Ireland	Turkey	2008	IrelandTurkey	IrelandTurkey2008	Ireland2008	Turkey2008	823.6	187993.4	1067943.8	2953.092
Ireland	Turkey	2009	IrelandTurkey	IrelandTurkey2009	Ireland2009	Turkey2009	835.8	179789.74	1038571.9	2953.092
Ireland	United Kingdom	1995	IrelandUnited Kingdom	IrelandUnited Kingdom1995	Ireland1995	United Kingdom1995	13439.7	65187.628	1155242.1	460.4115
Ireland	United Kingdom	2000	IrelandUnited Kingdom	IrelandUnited Kingdom2000	Ireland2000	United Kingdom2000	18485.4	109966.24	1533510.6	460.4115
Ireland	United Kingdom	2005	IrelandUnited Kingdom	IrelandUnited Kingdom2005	Ireland2005	United Kingdom2005	22815.4	161385.55	1984852.8	460.4115
Ireland	United Kingdom	2008	IrelandUnited Kingdom	IrelandUnited Kingdom2008	Ireland2008	United Kingdom2008	27749.7	187993.4	2213945.8	460.4115
Ireland	United Kingdom	2009	IrelandUnited Kingdom	IrelandUnited Kingdom2009	Ireland2009	United Kingdom2009	24518.5	179789.74	2125438	460.4115
Ireland	United States	1995	IrelandUnited States	IrelandUnited States1995	Ireland1995	United States1995	5182.6	65187.628	7338400	5117.716
Ireland	United States	2000	IrelandUnited States	IrelandUnited States2000	Ireland2000	United States2000	19852.3	109966.24	9898800	5117.716
Ireland	United States	2005	IrelandUnited States	IrelandUnited States2005	Ireland2005	United States2005	31081.9	161385.55	12564300	5117.716
Ireland	United States	2008	IrelandUnited States	IrelandUnited States2008	Ireland2008	United States2008	35523.9	187993.4	14219300	5117.716
Ireland	United States	2009	IrelandUnited States	IrelandUnited States2009	Ireland2009	United States2009	31103	179789.74	13898300	5117.716
Ireland	Viet Nam	1995	IrelandViet Nam	IrelandViet Nam1995	Ireland1995	Viet Nam1995	6.3	65187.628	20798	9520.277
Ireland	Viet Nam	2000	IrelandViet Nam	IrelandViet Nam2000	Ireland2000	Viet Nam2000	9.7	109966.24	31176	9520.277
Ireland	Viet Nam	2005	IrelandViet Nam	IrelandViet Nam2005	Ireland2005	Viet Nam2005	16.5	161385.55	52931	9520.277
Ireland	Viet Nam	2008	IrelandViet Nam	IrelandViet Nam2008	Ireland2008	Viet Nam2008	35.9	187993.4	90302	9520.277
Ireland	Viet Nam	2009	IrelandViet Nam	IrelandViet Nam2009	Ireland2009	Viet Nam2009	272.6	179789.74	93170	9520.277
Israel	Argentina	1995	IsraelArgentina	IsraelArgentina1995	Israel1995	Argentina1995	142.4	104866.04	258217	12241.62
Israel	Argentina	2000	IsraelArgentina	IsraelArgentina2000	Israel2000	Argentina2000	125.8	147024.43	284410	12241.62
Israel	Argentina	2005	IsraelArgentina	IsraelArgentina2005	Israel2005	Argentina2005	61.7	161426.66	181357	12241.62
Israel	Argentina	2008	IsraelArgentina	IsraelArgentina2008	Israel2008	Argentina2008	159.4	186965.45	324405	12241.62
Israel	Argentina	2009	IsraelArgentina	IsraelArgentina2009	Israel2009	Argentina2009	95.6	194042.87	305763	12241.62
Israel	Australia	1995	IsraelAustralia	IsraelAustralia1995	Israel1995	Australia1995	379.2	104866.04	403133.81	14191.52
Israel	Australia	2000	IsraelAustralia	IsraelAustralia2000	Israel2000	Australia2000	396.2	147024.43	537291.43	14191.52
Israel	Australia	2005	IsraelAustralia	IsraelAustralia2005	Israel2005	Australia2005	1146.1	161426.66	716652.03	14191.52
Israel	Australia	2008	IsraelAustralia	IsraelAustralia2008	Israel2008	Australia2008	847.8	186965.45	848026.6	14191.52
Israel	Australia	2009	IsraelAustralia	IsraelAustralia2009	Israel2009	Australia2009	674.5	194042.87	899404.39	14191.52
Israel	Austria	1995	IsraelAustria	IsraelAustria1995	Israel1995	Austria1995	135	104866.04	186645.66	2369.546
Israel	Austria	2000	IsraelAustria	IsraelAustria2000	Israel2000	Austria2000	119	147024.43	231572.54	2369.546
Israel	Austria	2005	IsraelAustria	IsraelAustria2005	Israel2005	Austria2005	143.9	161426.66	276672.16	2369.546
Israel	Austria	2008	IsraelAustria	IsraelAustria2008	Israel2008	Austria2008	153.6	186965.45	331667.26	2369.546
Israel	Austria	2009	IsraelAustria	IsraelAustria2009	Israel2009	Austria2009	151.8	194042.87	325304.77	2369.546
Israel	Belgium	1995	IsraelBelgium	IsraelBelgium1995	Israel1995	Belgium1995	958.5	104866.04	227449.15	3245.262
Israel	Belgium	2000	IsraelBelgium	IsraelBelgium2000	Israel2000	Belgium2000	1613.8	147024.43	283448.34	3245.262
Israel	Belgium	2005	IsraelBelgium	IsraelBelgium2005	Israel2005	Belgium2005	1628.3	161426.66	337299.88	3245.262
Israel	Belgium	2008	IsraelBelgium	IsraelBelgium2008	Israel2008	Belgium2008	2230.3	186965.45	396534.89	3245.262
Israel	Belgium	2009	IsraelBelgium	IsraelBelgium2009	Israel2009	Belgium2009	1556.3	194042.87	394813.69	3245.262
Israel	Brazil	1995	IsraelBrazil	IsraelBrazil1995	Israel1995	Brazil1995	234.9	104866.04	769741	10629.06
Israel	Brazil	2000	IsraelBrazil	IsraelBrazil2000	Israel2000	Brazil2000	825.1	147024.43	644283	10629.06
Israel	Brazil	2005	IsraelBrazil	IsraelBrazil2005	Israel2005	Brazil2005	783.5	161426.66	881754	10629.06
Israel	Brazil	2008	IsraelBrazil	IsraelBrazil2008	Israel2008	Brazil2008	1813.8	186965.45	1650392	10629.06
Israel	Brazil	2009	IsraelBrazil	IsraelBrazil2009	Israel2009	Brazil2009	1217.5	194042.87	1622311	10629.06
Israel	Brunei Darussalam	2000	IsraelBrunei Darussalam	IsraelBrunei Darussalam2000	Israel2000	Brunei Darussalam2000	3.8	147024.43	6001	8802.064
Israel	Brunei Darussalam	2005	IsraelBrunei Darussalam	IsraelBrunei Darussalam2005	Israel2005	Brunei Darussalam2005	5	161426.66	9531	8802.064
Israel	Brunei Darussalam	2008	IsraelBrunei Darussalam	IsraelBrunei Darussalam2008	Israel2008	Brunei Darussalam2008	7.1	186965.45	121417	8802.064
Israel	Brunei Darussalam	2009	IsraelBrunei Darussalam	IsraelBrunei Darussalam2009	Israel2009	Brunei Darussalam2009	4.5	194042.87	10733	8802.064
Israel	Bulgaria	1995	IsraelBulgaria	IsraelBulgaria1995	Israel1995	Bulgaria1995	24.2	104866.04	13422	1551.37
Israel	Bulgaria	2000	IsraelBulgaria	IsraelBulgaria2000	Israel2000	Bulgaria2000	14.2	147024.43	12944	1551.37
Israel	Bulgaria	2005	IsraelBulgaria	IsraelBulgaria2005	Israel2005	Bulgaria2005	29.2	161426.66	28971	1551.37
Israel	Bulgaria	2008	IsraelBulgaria	IsraelBulgaria2008	Israel2008	Bulgaria2008	67.6	186965.45	52143	1551.37
Israel	Bulgaria	2009	IsraelBulgaria	IsraelBulgaria2009	Israel2009	Bulgaria2009	79.8	194042.87	48654	1551.37
Israel	Cambodia	1995	IsraelCambodia	IsraelCambodia1995	Israel1995	Cambodia1995	0.1	104866.04	3419	7472.546
Israel	Cambodia	2000	IsraelCambodia	IsraelCambodia2000	Israel2000	Cambodia2000	0.5	147024.43	3653	7472.546
Israel	Cambodia	2005	IsraelCambodia	IsraelCambodia2005	Israel2005	Cambodia2005	0.2	161426.66	6293	7472.546
Israel	Cambodia	2008	IsraelCambodia	IsraelCambodia2008	Israel2008	Cambodia2008	0.5	186965.45	10352	7472.546
Israel	Cambodia	2009	IsraelCambodia	IsraelCambodia2009	Israel2009	Cambodia2009	5.1	194042.87	10414	7472.546
Israel	Canada	1995	IsraelCanada	IsraelCanada1995	Israel1995	Canada1995	385.4	104866.04	666239.27	9276.556
Israel	Canada	2000	IsraelCanada	IsraelCanada2000	Israel2000	Canada2000	822.6	147024.43	874086.09	9276.556
Israel	Canada	2005	IsraelCanada	IsraelCanada2005	Israel2005	Canada2005	1170.4	161426.66	1132000	9276.556
Israel	Canada	2008	IsraelCanada	IsraelCanada2008	Israel2008	Canada2008	1673.5	186965.45	1298955.7	9276.556
Israel	Canada	2009	IsraelCanada	IsraelCanada2009	Israel2009	Canada2009	1289.4	194042.87	1274897.1	9276.556
Israel	Chile	1995	IsraelChile	IsraelChile1995	Israel1995	Chile1995	49.1	104866.04	110187.86	13218.19
Israel	Chile	2000	IsraelChile	IsraelChile2000	Israel2000	Chile2000	61.7	147024.43	146830.2	13218.19
Israel	Chile	2005	IsraelChile	IsraelChile2005	Israel2005	Chile2005	61	161426.66	206427.43	13218.19
Israel	Chile	2008	IsraelChile	IsraelChile2008	Israel2008	Chile2008	104	186965.45	276616.38	13218.19
Israel	Chile	2009	IsraelChile	IsraelChile2009	Israel2009	Chile2009	73.6	194042.87	276105.19	13218.19
Israel	China	1995	IsraelChina	IsraelChina1995	Israel1995	China1995	230	104866.04	1832792.6	7146.982
Israel	China	2000	IsraelChina	IsraelChina2000	Israel2000	China2000	763.7	147024.43	3014723.6	7146.982
Israel	China	2005	IsraelChina	IsraelChina2005	Israel2005	China2005	1939.5	161426.66	5363612.8	7146.982
Israel	China	2008	IsraelChina	IsraelChina2008	Israel2008	China2008	2880.6	186965.45	8214633.2	7146.982
Israel	China	2009	IsraelChina	IsraelChina2009	Israel2009	China2009	2705.5	194042.87	9049716.3	7146.982
Israel	Chinese Taipei	1995	IsraelChinese Taipei	IsraelChinese Taipei1995	Israel1995	Chinese Taipei1995	192	104866.04	274773	8283.729
Israel	Chinese Taipei	2000	IsraelChinese Taipei	IsraelChinese Taipei2000	Israel2000	Chinese Taipei2000	886.9	147024.43	326162	8283.729
Israel	Chinese Taipei	2005	IsraelChinese Taipei	IsraelChinese Taipei2005	Israel2005	Chinese Taipei2005	787.3	161426.66	364849	8283.729
Israel	Chinese Taipei	2008	IsraelChinese Taipei	IsraelChinese Taipei2008	Israel2008	Chinese Taipei2008	578.1	186965.45	400206	8283.729
Israel	Chinese Taipei	2009	IsraelChinese Taipei	IsraelChinese Taipei2009	Israel2009	Chinese Taipei2009	543.3	194042.87	377568	8283.729
Israel	Czech Republic	1995	IsraelCzech Republic	IsraelCzech Republic1995	Israel1995	Czech Republic1995	13.5	104866.04	138171.51	2614.886
Israel	Czech Republic	2000	IsraelCzech Republic	IsraelCzech Republic2000	Israel2000	Czech Republic2000	60.2	147024.43	159697.36	2614.886
Israel	Czech Republic	2005	IsraelCzech Republic	IsraelCzech Republic2005	Israel2005	Czech Republic2005	93.7	161426.66	217658.88	2614.886
Israel	Czech Republic	2008	IsraelCzech Republic	IsraelCzech Republic2008	Israel2008	Czech Republic2008	206.3	186965.45	269837.73	2614.886
Israel	Czech Republic	2009	IsraelCzech Republic	IsraelCzech Republic2009	Israel2009	Czech Republic2009	198.7	194042.87	268945.17	2614.886
Israel	Denmark	1995	IsraelDenmark	IsraelDenmark1995	Israel1995	Denmark1995	273.8	104866.04	120026.08	3141.281
Israel	Denmark	2000	IsraelDenmark	IsraelDenmark2000	Israel2000	Denmark2000	216.5	147024.43	153875.93	3141.281
Israel	Denmark	2005	IsraelDenmark	IsraelDenmark2005	Israel2005	Denmark2005	266.6	161426.66	179888.49	3141.281
Israel	Denmark	2008	IsraelDenmark	IsraelDenmark2008	Israel2008	Denmark2008	440.3	186965.45	218808.64	3141.281
Israel	Denmark	2009	IsraelDenmark	IsraelDenmark2009	Israel2009	Denmark2009	353.9	194042.87	211357.56	3141.281
Israel	Estonia	1995	IsraelEstonia	IsraelEstonia1995	Israel1995	Estonia1995	1.6	104866.04	9072.1257	3132.21
Israel	Estonia	2000	IsraelEstonia	IsraelEstonia2000	Israel2000	Estonia2000	3.9	147024.43	13533.353	3132.21
Israel	Estonia	2005	IsraelEstonia	IsraelEstonia2005	Israel2005	Estonia2005	5.9	161426.66	22275.16	3132.21
Israel	Estonia	2008	IsraelEstonia	IsraelEstonia2008	Israel2008	Estonia2008	17.9	186965.45	29582.225	3132.21
Israel	Estonia	2009	IsraelEstonia	IsraelEstonia2009	Israel2009	Estonia2009	8.9	194042.87	26095.389	3132.21
Israel	Finland	1995	IsraelFinland	IsraelFinland1995	Israel1995	Finland1995	82.9	104866.04	95862.202	3203.884
Israel	Finland	2000	IsraelFinland	IsraelFinland2000	Israel2000	Finland2000	58.6	147024.43	132874.37	3203.884
Israel	Finland	2005	IsraelFinland	IsraelFinland2005	Israel2005	Finland2005	111.4	161426.66	161096.83	3203.884
Israel	Finland	2008	IsraelFinland	IsraelFinland2008	Israel2008	Finland2008	177.4	186965.45	202336.73	3203.884
Israel	Finland	2009	IsraelFinland	IsraelFinland2009	Israel2009	Finland2009	377.6	194042.87	189747.17	3203.884
Israel	France	1995	IsraelFrance	IsraelFrance1995	Israel1995	France1995	1330.8	104866.04	1200881.3	3281.899
Israel	France	2000	IsraelFrance	IsraelFrance2000	Israel2000	France2000	1330.7	147024.43	1533008.1	3281.899
Israel	France	2005	IsraelFrance	IsraelFrance2005	Israel2005	France2005	1810.7	161426.66	1860699.8	3281.899
Israel	France	2008	IsraelFrance	IsraelFrance2008	Israel2008	France2008	1936.1	186965.45	2191237.4	3281.899
Israel	France	2009	IsraelFrance	IsraelFrance2009	Israel2009	France2009	1520.8	194042.87	2178296.8	3281.899
Israel	Germany	1995	IsraelGermany	IsraelGermany1995	Israel1995	Germany1995	1813.9	104866.04	1833376.3	3122.905
Israel	Germany	2000	IsraelGermany	IsraelGermany2000	Israel2000	Germany2000	2856.6	147024.43	2117499.3	3122.905
Israel	Germany	2005	IsraelGermany	IsraelGermany2005	Israel2005	Germany2005	2684.4	161426.66	2565997.4	3122.905
Israel	Germany	2008	IsraelGermany	IsraelGermany2008	Israel2008	Germany2008	3421	186965.45	3047862.9	3122.905
Israel	Germany	2009	IsraelGermany	IsraelGermany2009	Israel2009	Germany2009	2964.8	194042.87	2918240.5	3122.905
Israel	Greece	1995	IsraelGreece	IsraelGreece1995	Israel1995	Greece1995	163.3	104866.04	154393.63	1200.514
Israel	Greece	2000	IsraelGreece	IsraelGreece2000	Israel2000	Greece2000	288.9	147024.43	199196.62	1200.514
Israel	Greece	2005	IsraelGreece	IsraelGreece2005	Israel2005	Greece2005	349.2	161426.66	270363.81	1200.514
Israel	Greece	2008	IsraelGreece	IsraelGreece2008	Israel2008	Greece2008	547.3	186965.45	332659.54	1200.514
Israel	Greece	2009	IsraelGreece	IsraelGreece2009	Israel2009	Greece2009	513.4	194042.87	329465.98	1200.514
Israel	Hong Kong, China	1995	IsraelHong Kong, China	IsraelHong Kong, China1995	Israel1995	Hong Kong, China1995	564.4	104866.04	146403	7765.8
Israel	Hong Kong, China	2000	IsraelHong Kong, China	IsraelHong Kong, China2000	Israel2000	Hong Kong, China2000	614.1	147024.43	171669	7765.8
Israel	Hong Kong, China	2005	IsraelHong Kong, China	IsraelHong Kong, China2005	Israel2005	Hong Kong, China2005	194.8	161426.66	181570	7765.8
Israel	Hong Kong, China	2008	IsraelHong Kong, China	IsraelHong Kong, China2008	Israel2008	Hong Kong, China2008	313.8	186965.45	219289	7765.8
Israel	Hong Kong, China	2009	IsraelHong Kong, China	IsraelHong Kong, China2009	Israel2009	Hong Kong, China2009	335.6	194042.87	214046	7765.8
Israel	Hungary	1995	IsraelHungary	IsraelHungary1995	Israel1995	Hungary1995	47.1	104866.04	92666.247	2170.795
Israel	Hungary	2000	IsraelHungary	IsraelHungary2000	Israel2000	Hungary2000	69.5	147024.43	121324.1	2170.795
Israel	Hungary	2005	IsraelHungary	IsraelHungary2005	Israel2005	Hungary2005	85.3	161426.66	171223.49	2170.795
Israel	Hungary	2008	IsraelHungary	IsraelHungary2008	Israel2008	Hungary2008	175.1	186965.45	205079.56	2170.795
Israel	Hungary	2009	IsraelHungary	IsraelHungary2009	Israel2009	Hungary2009	132.7	194042.87	202972.36	2170.795
Israel	Iceland	1995	IsraelIceland	IsraelIceland1995	Israel1995	Iceland1995	0.7	104866.04	6196.97	5242.824
Israel	Iceland	2000	IsraelIceland	IsraelIceland2000	Israel2000	Iceland2000	3.5	147024.43	8109.8009	5242.824
Israel	Iceland	2005	IsraelIceland	IsraelIceland2005	Israel2005	Iceland2005	7.2	161426.66	10352.808	5242.824
Israel	Iceland	2008	IsraelIceland	IsraelIceland2008	Israel2008	Iceland2008	6.4	186965.45	12607.134	5242.824
Israel	Iceland	2009	IsraelIceland	IsraelIceland2009	Israel2009	Iceland2009	4.1	194042.87	11917.031	5242.824
Israel	India	1995	IsraelIndia	IsraelIndia1995	Israel1995	India1995	278.7	104866.04	0	4069.441
Israel	India	2000	IsraelIndia	IsraelIndia2000	Israel2000	India2000	798.8	147024.43	0	4069.441
Israel	India	2005	IsraelIndia	IsraelIndia2005	Israel2005	India2005	2170.9	161426.66	2517203	4069.441
Israel	India	2008	IsraelIndia	IsraelIndia2008	Israel2008	India2008	2727.6	186965.45	3454166	4069.441
Israel	India	2009	IsraelIndia	IsraelIndia2009	Israel2009	India2009	2754.1	194042.87	3880032.6	4069.441
Israel	Indonesia	1995	IsraelIndonesia	IsraelIndonesia1995	Israel1995	Indonesia1995	134.9	104866.04	491565.08	8708.082
Israel	Indonesia	2000	IsraelIndonesia	IsraelIndonesia2000	Israel2000	Indonesia2000	29.1	147024.43	500986.06	8708.082
Israel	Indonesia	2005	IsraelIndonesia	IsraelIndonesia2005	Israel2005	Indonesia2005	301.6	161426.66	705161.9	8708.082
Israel	Indonesia	2008	IsraelIndonesia	IsraelIndonesia2008	Israel2008	Indonesia2008	258.2	186965.45	910718.8	8708.082
Israel	Indonesia	2009	IsraelIndonesia	IsraelIndonesia2009	Israel2009	Indonesia2009	220	194042.87	960780.63	8708.082
Israel	Ireland	1995	IsraelIreland	IsraelIreland1995	Israel1995	Ireland1995	90.4	104866.04	65187.628	4019.906
Israel	Ireland	2000	IsraelIreland	IsraelIreland2000	Israel2000	Ireland2000	466.7	147024.43	109966.24	4019.906
Israel	Ireland	2005	IsraelIreland	IsraelIreland2005	Israel2005	Ireland2005	479.4	161426.66	161385.55	4019.906
Israel	Ireland	2008	IsraelIreland	IsraelIreland2008	Israel2008	Ireland2008	673.8	186965.45	187993.4	4019.906
Israel	Ireland	2009	IsraelIreland	IsraelIreland2009	Israel2009	Ireland2009	298.8	194042.87	179789.74	4019.906
Israel	Italy	1995	IsraelItaly	IsraelItaly1995	Israel1995	Italy1995	946.9	104866.04	1203934.1	2250.53
